"","district","town"
"2075","內湖區","港富里"
"2076","南港區","新光里"
"2077","內湖區","石潭里"
"2078","信義區","泰和里"
"2079","信義區","中興里"
"2080","松山區","新東里"
"2081","南港區","西新里"
"2082","萬華區","頂碩里"
"2083","大同區","星明里"
"2084","大同區","朝陽里"
"2085","大安區","龍生里"
"2086","中山區","民安里"
"2087","內湖區","寶湖里"
"2088","大安區","通化里"
"2089","信義區","黎平里"
"2090","大同區","民權里"
"2091","大安區","通化里"
"2092","松山區","莊敬里"
"2093","松山區","東光里"
"2094","中山區","江寧里"
"2095","信義區","景聯里"
"2096","中山區","行仁里"
"2097","文山區","萬興里"
"2098","大安區","新龍里"
"2099","中山區","中山里"
"2100","中山區","中山里"
"2101","中山區","正義里"
"2102","內湖區","西湖里"
"2103","大安區","和安里"
"2104","信義區","六合里"
"2105","信義區","三張里"
"2106","萬華區","頂碩里"
"2107","中山區","永安里"
"2108","松山區","東光里"
"2109","中山區","中央里"
"2110","內湖區","湖興里"
"2111","中正區","忠勤里"
"2112","文山區","景華里"
"2113","松山區","民有里"
"2114","大同區","朝陽里"
"2115","大安區","誠安里"
"2116","內湖區","港都里"
"2117","南港區","仁福里"
"2118","北投區","永明里"
"2119","萬華區","綠堤里"
"2120","士林區","永倫里"
"2121","松山區","精忠里"
"2122","大安區","仁愛里"
"2123","北投區","智仁里"
"2124","大安區","龍坡里"
"2125","松山區","自強里"
"2126","北投區","洲美里"
"2127","士林區","永福里"
"2128","中山區","康樂里"
"2129","士林區","永倫里"
"2130","北投區","文化里"
"2131","中山區","中央里"
"2132","大同區","星明里"
"2133","大安區","臨江里"
"2134","大安區","臨江里"
"2135","松山區","敦化里"
"2136","萬華區","福音里"
"2137","大安區","通安里"
"2138","中正區","螢圃里"
"2139","大安區","龍陣里"
"2140","信義區","中行里"
"2141","中山區","行仁里"
"2142","大同區","延平里"
"2143","中山區","下埤里"
"2144","士林區","前港里"
"2145","中山區","圓山里"
"2146","文山區","樟新里"
"2147","北投區","清江里"
"2148","萬華區","福音里"
"2149","內湖區","湖興里"
"2150","內湖區","秀湖里"
"2151","萬華區","全德里"
"2152","萬華區","全德里"
"2153","文山區","興業里"
"2154","松山區","新東里"
"2155","中山區","劍潭里"
"2156","萬華區","孝德里"
"2157","萬華區","和德里"
"2158","北投區","建民里"
"2159","文山區","興昌里"
"2160","內湖區","港富里"
"2161","中山區","永安里"
"2162","松山區","福成里"
"2163","內湖區","紫雲里"
"2164","文山區","景行里"
"2165","松山區","新東里"
"2166","萬華區","和德里"
"2167","信義區","黎忠里"
"2168","士林區","忠誠里"
"2169","松山區","吉祥里"
"2170","大安區","群英里"
"2171","內湖區","麗山里"
"2172","松山區","新聚里"
"2173","信義區","廣居里"
"2174","大安區","大學里"
"2175","內湖區","樂康里"
"2176","大安區","龍淵里"
"2177","中正區","永功里"
"2178","中正區","黎明里"
"2179","中正區","梅花里"
"2180","中山區","中原里"
"2181","信義區","永吉里"
"2182","松山區","中正里"
"2183","北投區","文化里"
"2184","內湖區","康寧里"
"2185","松山區","中正里"
"2186","中正區","梅花里"
"2187","北投區","開明里"
"2188","大同區","朝陽里"
"2189","松山區","三民里"
"2190","大安區","通化里"
"2191","中山區","金泰里"
"2192","萬華區","糖?里"
"2193","大安區","黎和里"
"2194","南港區","仁福里"
"2195","信義區","嘉興里"
"2196","松山區","東光里"
"2197","北投區","大同里"
"2198","萬華區","新起里"
"2199","大同區","老師里"
"2200","松山區","三民里"
"2201","內湖區","金龍里"
"2202","大安區","正聲里"
"2203","北投區","關渡里"
"2204","北投區","關渡里"
"2205","中山區","大直里"
"2206","大安區","芳和里"
"2207","中山區","晴光里"
"2208","萬華區","錦德里"
"2209","北投區","智仁里"
"2210","中山區","金泰里"
"2211","大安區","住安里"
"2212","大安區","仁愛里"
"2213","大安區","義村里"
"2214","內湖區","西康里"
"2215","中山區","朱馥里"
"2216","信義區","景聯里"
"2217","內湖區","安泰里"
"2218","萬華區","福星里"
"2219","文山區","興得里"
"2220","士林區","天福里"
"2221","士林區","天福里"
"2222","信義區","敦厚里"
"2223","內湖區","內湖里"
"2224","中正區","黎明里"
"2225","大安區","群賢里"
"2226","萬華區","頂碩里"
"2227","大安區","德安里"
"2228","大安區","仁慈里"
"2229","信義區","安康里"
"2230","大安區","民炤里"
"2231","信義區","六合里"
"2232","中山區","復華里"
"2233","南港區","舊莊里"
"2234","信義區","大道里"
"2235","南港區","西新里"
"2236","內湖區","東湖里"
"2237","松山區","莊敬里"
"2238","萬華區","凌霄里"
"2239","士林區","仁勇里"
"2240","大同區","玉泉里"
"2241","信義區","黎平里"
"2242","中山區","中央里"
"2243","信義區","長春里"
"2244","大同區","保安里"
"2245","士林區","福安里"
"2246","士林區","福安里"
"2247","士林區","福安里"
"2248","士林區","福安里"
"2249","內湖區","內湖里"
"2250","萬華區","綠堤里"
"2251","大安區","古風里"
"2252","內湖區","清白里"
"2253","松山區","鵬程里"
"2254","松山區","鵬程里"
"2255","信義區","五常里"
"2256","萬華區","青山里"
"2257","文山區","萬祥里"
"2258","士林區","天玉里"
"2259","文山區","樟樹里"
"2260","大安區","錦泰里"
"2261","大同區","南芳里"
"2262","內湖區","安泰里"
"2263","文山區","興旺里"
"2264","文山區","華興里"
"2265","北投區","中心里"
"2266","信義區","惠安里"
"2267","內湖區","西湖里"
"2268","內湖區","瑞陽里"
"2269","中山區","新福里"
"2270","中山區","朱園里"
"2271","北投區","八仙里"
"2272","信義區","惠安里"
"2273","文山區","興昌里"
"2274","內湖區","西康里"
"2275","中山區","行孝里"
"2276","中山區","行孝里"
"2277","中山區","行孝里"
"2278","中山區","行孝里"
"2279","內湖區","清白里"
"2280","大同區","光能里"
"2281","大同區","光能里"
"2282","北投區","裕民里"
"2283","萬華區","新和里"
"2284","文山區","興光里"
"2285","文山區","興家里"
"2286","大安區","和安里"
"2287","士林區","名山里"
"2288","中山區","行仁里"
"2289","南港區","中南里"
"2290","士林區","富光里"
"2291","大同區","建明里"
"2292","南港區","南港里"
"2293","萬華區","富福里"
"2294","大安區","芳和里"
"2295","中正區","幸福里"
"2296","萬華區","騰雲里"
"2297","文山區","樟林里"
"2298","松山區","東榮里"
"2299","大安區","仁愛里"
"2300","中山區","聚盛里"
"2301","萬華區","柳鄉里"
"2302","中正區","梅花里"
"2303","內湖區","康寧里"
"2304","大同區","老師里"
"2305","萬華區","綠堤里"
"2306","中正區","龍福里"
"2307","文山區","萬美里"
"2308","中山區","江寧里"
"2309","中山區","中央里"
"2310","南港區","新富里"
"2311","信義區","四育里"
"2312","萬華區","福音里"
"2313","內湖區","葫洲里"
"2314","中山區","江寧里"
"2315","大安區","民炤里"
"2316","大安區","法治里"
"2317","內湖區","湖元里"
"2318","內湖區","港富里"
"2319","中山區","新福里"
"2320","中山區","興亞里"
"2321","信義區","松友里"
"2322","中山區","朱園里"
"2323","文山區","興光里"
"2324","中山區","劍潭里"
"2325","士林區","社園里"
"2326","萬華區","綠堤里"
"2327","萬華區","和德里"
"2328","信義區","三犁里"
"2329","中正區","水源里"
"2330","萬華區","日善里"
"2331","內湖區","五分里"
"2332","萬華區","和德里"
"2333","中山區","正守里"
"2334","北投區","溫泉里"
"2335","中正區","建國里"
"2336","萬華區","糖?里"
"2337","內湖區","湖元里"
"2338","北投區","文林里"
"2339","萬華區","錦德里"
"2340","南港區","百福里"
"2341","中山區","朱園里"
"2342","松山區","精忠里"
"2343","萬華區","壽德里"
"2344","內湖區","週美里"
"2345","南港區","仁福里"
"2346","大同區","斯文里"
"2347","萬華區","萬壽里"
"2348","大安區","通安里"
"2349","文山區","木柵里"
"2350","大安區","光武里"
"2351","大安區","光武里"
"2352","信義區","中坡里"
"2353","萬華區","萬壽里"
"2354","中山區","圓山里"
"2355","信義區","興雅里"
"2356","中正區","幸市里"
"2357","士林區","蘭興里"
"2358","士林區","芝山里"
"2359","大同區","建明里"
"2360","文山區","博嘉里"
"2361","內湖區","秀湖里"
"2362","內湖區","湖濱里"
"2363","中山區","興亞里"
"2364","中正區","頂東里"
"2365","北投區","清江里"
"2366","南港區","舊莊里"
"2367","信義區","大道里"
"2368","南港區","舊莊里"
"2369","萬華區","青山里"
"2370","信義區","中行里"
"2371","信義區","黎安里"
"2372","中山區","朱馥里"
"2373","中山區","江山里"
"2374","中山區","朱馥里"
"2375","大同區","隆和里"
"2376","中山區","劍潭里"
"2377","內湖區","湖元里"
"2378","內湖區","清白里"
"2379","萬華區","和德里"
"2380","北投區","裕民里"
"2381","大同區","鄰江里"
"2382","大安區","龍圖里"
"2383","士林區","天母里"
"2384","中正區","網溪里"
"2385","松山區","慈祐里"
"2386","內湖區","紫陽里"
"2387","南港區","百福里"
"2388","內湖區","碧山里"
"2389","士林區","天母里"
"2390","中山區","行政里"
"2391","中山區","聚盛里"
"2392","南港區","九如里"
"2393","北投區","秀山里"
"2394","北投區","裕民里"
"2395","萬華區","和德里"
"2396","南港區","百福里"
"2397","信義區","興隆里"
"2398","中山區","民安里"
"2399","萬華區","萬壽里"
"2400","信義區","永春里"
"2401","信義區","大道里"
"2402","南港區","重陽里"
"2403","內湖區","碧山里"
"2404","大安區","大學里"
"2405","內湖區","紫雲里"
"2406","士林區","福華里"
"2407","士林區","後港里"
"2408","士林區","後港里"
"2409","中山區","中庄里"
"2410","文山區","華興里"
"2411","大安區","誠安里"
"2412","中山區","晴光里"
"2413","大安區","敦安里"
"2414","大同區","國順里"
"2415","松山區","中崙里"
"2416","南港區","舊莊里"
"2417","大安區","芳和里"
"2418","文山區","政大里"
"2419","北投區","永和里"
"2420","松山區","自強里"
"2421","信義區","富台里"
"2422",NA,NA
"2423","松山區","三民里"
"2424","中山區","聚盛里"
"2425","大安區","光信里"
"2426","中山區","永安里"
"2427","士林區","葫東里"
"2428","內湖區","湖元里"
"2429","中山區","圓山里"
"2430","內湖區","碧山里"
"2431","信義區","永吉里"
"2432","北投區","桃源里"
"2433","中正區","頂東里"
"2434","大安區","古莊里"
"2435","南港區","新富里"
"2436","南港區","合成里"
"2437","南港區","合成里"
"2438","士林區","葫蘆里"
"2439","大安區","德安里"
"2440","北投區","振華里"
"2441","信義區","國業里"
"2442","中山區","新生里"
"2443","士林區","明勝里"
"2444","內湖區","湖濱里"
"2445","信義區","雅祥里"
"2446","內湖區","葫洲里"
"2447","大安區","住安里"
"2448","文山區","萬隆里"
"2449","松山區","莊敬里"
"2450","大安區","虎嘯里"
"2451","中山區","中庄里"
"2452","文山區","順興里"
"2453","北投區","建民里"
"2454","北投區","建民里"
"2455","文山區","興福里"
"2456","大同區","保安里"
"2457","信義區","興雅里"
"2458","松山區","復盛里"
"2459","北投區","溫泉里"
"2460","北投區","林泉里"
"2461","北投區","長安里"
"2462","內湖區","湖元里"
"2463","信義區","雅祥里"
"2464","信義區","三犁里"
"2465","松山區","民福里"
"2466","萬華區","銘德里"
"2467","松山區","中正里"
"2468","中山區","正得里"
"2469","松山區","東光里"
"2470","文山區","樟新里"
"2471","文山區","樟新里"
"2472","大安區","龍圖里"
"2473","萬華區","新安里"
"2474","松山區","吉祥里"
"2475","北投區","榮華里"
"2476","萬華區","綠堤里"
"2477","萬華區","新安里"
"2478","中山區","中庄里"
"2479","內湖區","瑞光里"
"2480","大安區","黎孝里"
"2481","信義區","五常里"
"2482","內湖區","寶湖里"
"2483","萬華區","菜園里"
"2484","南港區","三重里"
"2485","松山區","東光里"
"2486","文山區","樟文里"
"2487","中正區","龍光里"
"2488","中山區","圓山里"
"2489","大同區","光能里"
"2490","文山區","樟新里"
"2491","中山區","正義里"
"2492","內湖區","金湖里"
"2493","士林區","天玉里"
"2494","松山區","富錦里"
"2495","信義區","中興里"
"2496","士林區","百齡里"
"2497","大安區","龍圖里"
"2498","中山區","中吉里"
"2499","士林區","永倫里"
"2500","松山區","莊敬里"
"2501","文山區","興豐里"
"2502","南港區","合成里"
"2503","文山區","試院里"
"2504","松山區","安平里"
"2505","萬華區","新安里"
"2506","內湖區","行善里"
"2507","大同區","建明里"
"2508","內湖區","行善里"
"2509","松山區","復勢里"
"2510","萬華區","新和里"
"2511","中山區","中山里"
"2512","中山區","康樂里"
"2513","文山區","萬芳里"
"2514","中山區","成功里"
"2515","南港區","中研里"
"2516","信義區","雙和里"
"2517","北投區","榮華里"
"2518","大同區","星明里"
"2519","大同區","星明里"
"2520","文山區","景慶里"
"2521","萬華區","壽德里"
"2522","萬華區","西門里"
"2523","松山區","新東里"
"2524","大安區","龍陣里"
"2525","中山區","朱崙里"
"2526","萬華區","壽德里"
"2527","中山區","新庄里"
"2528","內湖區","週美里"
"2529","萬華區","富民里"
"2530","南港區","百福里"
"2531","北投區","立農里"
"2532","大安區","龍泉里"
"2533","信義區","興隆里"
"2534","南港區","聯成里"
"2535","內湖區","金瑞里"
"2536","大同區","大有里"
"2537","內湖區","南湖里"
"2538","松山區","慈祐里"
"2539","松山區","慈祐里"
"2540","萬華區","福星里"
"2541","大安區","敦煌里"
"2542","大安區","通安里"
"2543","南港區","新富里"
"2544","士林區","蘭雅里"
"2545","松山區","鵬程里"
"2546","大安區","法治里"
"2547","信義區","六合里"
"2548","大同區","大有里"
"2549","信義區","景新里"
"2550","北投區","溫泉里"
"2551","中正區","螢雪里"
"2552","中山區","成功里"
"2553","信義區","惠安里"
"2554","中山區","中吉里"
"2555","北投區","八仙里"
"2556","北投區","中和里"
"2557","文山區","順興里"
"2558","文山區","順興里"
"2559","萬華區","仁德里"
"2560","大安區","錦安里"
"2561","文山區","木新里"
"2562","大安區","義安里"
"2563","大安區","義安里"
"2564","中正區","南福里"
"2565","松山區","新東里"
"2566","信義區","永春里"
"2567","萬華區","福星里"
"2568","信義區","興雅里"
"2569","大安區","錦華里"
"2570","中山區","中山里"
"2571","內湖區","西湖里"
"2572","士林區","天山里"
"2573","信義區","長春里"
"2574","中正區","南福里"
"2575","萬華區","仁德里"
"2576","萬華區","和德里"
"2577","中山區","朱崙里"
"2578","文山區","興光里"
"2579","士林區","社園里"
"2580","內湖區","行善里"
"2581","萬華區","和德里"
"2582","內湖區","港墘里"
"2583","中正區","文盛里"
"2584","松山區","慈祐里"
"2585","北投區","榮光里"
"2586","士林區","百齡里"
"2587","北投區","大同里"
"2588","士林區","仁勇里"
"2589","大同區","至聖里"
"2590","北投區","中庸里"
"2591","信義區","大道里"
"2592","文山區","樟樹里"
"2593","萬華區","興德里"
"2594","萬華區","興德里"
"2595","信義區","長春里"
"2596","士林區","福中里"
"2597","松山區","新聚里"
"2598","大安區","法治里"
"2599","松山區","美仁里"
"2600","中山區","中山里"
"2601","信義區","興雅里"
"2602","士林區","後港里"
"2603","大同區","朝陽里"
"2604","士林區","名山里"
"2605","中山區","中山里"
"2606","萬華區","青山里"
"2607","中山區","江寧里"
"2608","內湖區","西康里"
"2609","北投區","裕民里"
"2610","萬華區","忠德里"
"2611","士林區","溪山里"
"2612","萬華區","糖?里"
"2613","南港區","東新里"
"2614","松山區","東光里"
"2615","北投區","長安里"
"2616","內湖區","紫雲里"
"2617","松山區","民福里"
"2618","中正區","新營里"
"2619","中正區","新營里"
"2620","中山區","中山里"
"2621","大安區","臨江里"
"2622","松山區","介壽里"
"2623","信義區","大仁里"
"2624","中山區","晴光里"
"2625","信義區","景新里"
"2626","萬華區","和德里"
"2627","內湖區","南湖里"
"2628","文山區","萬美里"
"2629","中山區","中山里"
"2630","大安區","永康里"
"2631","北投區","稻香里"
"2632","松山區","東光里"
"2633","士林區","明勝里"
"2634","中山區","聚盛里"
"2635","中山區","龍洲里"
"2636","內湖區","南湖里"
"2637","中山區","龍洲里"
"2638","大安區","建安里"
"2639","信義區","景新里"
"2640","中正區","文祥里"
"2641","文山區","樟腳里"
"2642","內湖區","瑞光里"
"2643","大安區","義安里"
"2644","北投區","裕民里"
"2645","文山區","明興里"
"2646","萬華區","和平里"
"2647","信義區","興雅里"
"2648","松山區","美仁里"
"2649","文山區","興得里"
"2650","萬華區","華中里"
"2651","中山區","中原里"
"2652","中山區","新福里"
"2653","北投區","關渡里"
"2654","北投區","文林里"
"2655","士林區","明勝里"
"2656","信義區","黎安里"
"2657","松山區","介壽里"
"2658","松山區","復勢里"
"2659","內湖區","石潭里"
"2660","士林區","蘭雅里"
"2661","士林區","福林里"
"2662","萬華區","日祥里"
"2663","文山區","興光里"
"2664","松山區","新聚里"
"2665","信義區","松隆里"
"2666","文山區","興昌里"
"2667","內湖區","金湖里"
"2668","北投區","中央里"
"2669","大安區","虎嘯里"
"2670","大安區","群賢里"
"2671","中山區","康樂里"
"2672","萬華區","興德里"
"2673","大安區","義村里"
"2674","內湖區","紫星里"
"2675","松山區","安平里"
"2676","內湖區","紫陽里"
"2677","中山區","行政里"
"2678","大安區","龍陣里"
"2679","大安區","大學里"
"2680","內湖區","港都里"
"2681","內湖區","港富里"
"2682","松山區","三民里"
"2683","文山區","萬和里"
"2684","北投區","永和里"
"2685","松山區","慈祐里"
"2686","北投區","東華里"
"2687","內湖區","紫陽里"
"2688","南港區","東明里"
"2689","內湖區","樂康里"
"2690","中正區","南福里"
"2691","士林區","芝山里"
"2692","松山區","福成里"
"2693","信義區","興隆里"
"2694","萬華區","菜園里"
"2695","松山區","富泰里"
"2696","南港區","東新里"
"2697","內湖區","寶湖里"
"2698","中山區","大直里"
"2699","南港區","重陽里"
"2700","大安區","錦華里"
"2701","士林區","義信里"
"2702","內湖區","瑞光里"
"2703","松山區","中正里"
"2704","北投區","中心里"
"2705","內湖區","西康里"
"2706","文山區","興光里"
"2707","內湖區","西康里"
"2708","萬華區","日善里"
"2709","萬華區","福星里"
"2710","內湖區","樂康里"
"2711","萬華區","萬壽里"
"2712","北投區","溫泉里"
"2713","松山區","介壽里"
"2714","中正區","新營里"
"2715","大安區","芳和里"
"2716","萬華區","富民里"
"2717","內湖區","湖濱里"
"2718","信義區","雙和里"
"2719","松山區","慈祐里"
"2720","內湖區","港華里"
"2721","南港區","成福里"
"2722","萬華區","糖?里"
"2723","文山區","順興里"
"2724","士林區","社新里"
"2725","北投區","中央里"
"2726","信義區","敦厚里"
"2727","大安區","錦泰里"
"2728","南港區","成福里"
"2729","內湖區","行善里"
"2730","南港區","合成里"
"2731","南港區","合成里"
"2732","南港區","合成里"
"2733","南港區","合成里"
"2734","內湖區","行善里"
"2735","萬華區","和平里"
"2736","大安區","黎元里"
"2737","南港區","三重里"
"2738","南港區","合成里"
"2739","南港區","合成里"
"2740","南港區","合成里"
"2741","南港區","合成里"
"2742","文山區","興昌里"
"2743","士林區","葫蘆里"
"2744","松山區","敦化里"
"2745","信義區","安康里"
"2746","南港區","合成里"
"2747","南港區","合成里"
"2748","南港區","合成里"
"2749","南港區","合成里"
"2750","中山區","中山里"
"2751","萬華區","萬壽里"
"2752","中山區","劍潭里"
"2753","文山區","忠順里"
"2754","文山區","萬興里"
"2755","文山區","景仁里"
"2756","中山區","晴光里"
"2757","萬華區","富民里"
"2758","內湖區","湖元里"
"2759","大安區","通化里"
"2760","南港區","三重里"
"2761","中山區","行仁里"
"2762","信義區","興雅里"
"2763","北投區","稻香里"
"2764","中山區","康樂里"
"2765","士林區","陽明里"
"2766","內湖區","康寧里"
"2767","內湖區","麗山里"
"2768","中山區","朱園里"
"2769","信義區","松光里"
"2770","大安區","黎元里"
"2771","松山區","東光里"
"2772","士林區","蘭興里"
"2773","中正區","林興里"
"2774","萬華區","新安里"
"2775","萬華區","雙園里"
"2776","中山區","新福里"
"2777","松山區","莊敬里"
"2778","信義區","長春里"
"2779","大同區","雙連里"
"2780","信義區","黎忠里"
"2781","信義區","黎忠里"
"2782","萬華區","新安里"
"2783","中正區","龍光里"
"2784","信義區","四育里"
"2785","文山區","景仁里"
"2786","萬華區","保德里"
"2787","士林區","天母里"
"2788","文山區","忠順里"
"2789","南港區","東新里"
"2790","文山區","忠順里"
"2791","北投區","東華里"
"2792","松山區","介壽里"
"2793","大安區","芳和里"
"2794","大同區","隆和里"
"2795","南港區","新光里"
"2796","松山區","吉仁里"
"2797","大安區","黎元里"
"2798","中正區","南福里"
"2799","松山區","吉仁里"
"2800","南港區","西新里"
"2801","北投區","溫泉里"
"2802","中山區","中山里"
"2803","中山區","松江里"
"2804","士林區","蘭雅里"
"2805","信義區","泰和里"
"2806","信義區","景新里"
"2807","松山區","中正里"
"2808","文山區","景慶里"
"2809","大安區","大學里"
"2810","中正區","文祥里"
"2811","大安區","建倫里"
"2812","南港區","合成里"
"2813","大同區","星明里"
"2814","南港區","百福里"
"2815","信義區","永吉里"
"2816","士林區","忠誠里"
"2817","大同區","蓬萊里"
"2818","北投區","文林里"
"2819","萬華區","全德里"
"2820","文山區","興旺里"
"2821","文山區","興旺里"
"2822","文山區","興旺里"
"2823","文山區","興旺里"
"2824","信義區","景聯里"
"2825","內湖區","港都里"
"2826","內湖區","港都里"
"2827","中山區","中庄里"
"2828","大同區","玉泉里"
"2829","北投區","永和里"
"2830","信義區","長春里"
"2831","中山區","成功里"
"2832","大安區","古風里"
"2833","大安區","龍圖里"
"2834","萬華區","萬壽里"
"2835","中正區","南福里"
"2836","信義區","泰和里"
"2837","松山區","中正里"
"2838","內湖區","港墘里"
"2839","南港區","萬福里"
"2840","中山區","新庄里"
"2841","大安區","全安里"
"2842","內湖區","港墘里"
"2843","中山區","中庄里"
"2844","中山區","中山里"
"2845","信義區","興雅里"
"2846","大安區","古莊里"
"2847","北投區","榮華里"
"2848","信義區","國業里"
"2849","南港區","合成里"
"2850","士林區","社新里"
"2851","南港區","合成里"
"2852","文山區","政大里"
"2853","中山區","興亞里"
"2854","中正區","忠勤里"
"2855","萬華區","壽德里"
"2856","萬華區","福星里"
"2857","士林區","蘭雅里"
"2858","大安區","通安里"
"2859","中山區","劍潭里"
"2860","南港區","成福里"
"2861","南港區","百福里"
"2862","南港區","成福里"
"2863","中山區","中庄里"
"2864","內湖區","葫洲里"
"2865","士林區","德行里"
"2866","文山區","明義里"
"2867","文山區","華興里"
"2868","中正區","忠勤里"
"2869","北投區","永欣里"
"2870","信義區","國業里"
"2871","中正區","龍興里"
"2872","大同區","雙連里"
"2873","中山區","恆安里"
"2874","中正區","幸福里"
"2875","大同區","星明里"
"2876","中山區","正得里"
"2877","中山區","金泰里"
"2878","中正區","板溪里"
"2879","大同區","建明里"
"2880","內湖區","西康里"
"2881","中山區","行仁里"
"2882","中山區","晴光里"
"2883","南港區","舊莊里"
"2884","南港區","舊莊里"
"2885","松山區","吉祥里"
"2886","松山區","吉祥里"
"2887","大安區","福住里"
"2888","大安區","龍淵里"
"2889","信義區","安康里"
"2890","中正區","南福里"
"2891","文山區","樟樹里"
"2892","信義區","松隆里"
"2893","南港區","南港里"
"2894","信義區","松友里"
"2895","信義區","四育里"
"2896","大同區","民權里"
"2897","士林區","福佳里"
"2898","大同區","民權里"
"2899","士林區","福佳里"
"2900","中山區","聚盛里"
"2901","大安區","錦安里"
"2902","大安區","建安里"
"2903","內湖區","湖元里"
"2904","中山區","朱園里"
"2905","松山區","敦化里"
"2906","中山區","新喜里"
"2907","大同區","重慶里"
"2908","文山區","試院里"
"2909","中山區","晴光里"
"2910","南港區","仁福里"
"2911","大安區","新龍里"
"2912","內湖區","麗山里"
"2913","大同區","玉泉里"
"2914","信義區","松友里"
"2915","文山區","萬美里"
"2916","內湖區","港墘里"
"2917","內湖區","碧山里"
"2918","中山區","中吉里"
"2919","文山區","萬年里"
"2920","南港區","西新里"
"2921","文山區","萬興里"
"2922","南港區","成福里"
"2923","中山區","劍潭里"
"2924","士林區","葫東里"
"2925","松山區","吉仁里"
"2926","內湖區","湖興里"
"2927","信義區","三犁里"
"2928","內湖區","湖元里"
"2929","大同區","隆和里"
"2930","松山區","民有里"
"2931","大安區","光武里"
"2932","中山區","正得里"
"2933","士林區","天福里"
"2934","大安區","民炤里"
"2935","中正區","永功里"
"2936","大安區","芳和里"
"2937","大安區","昌隆里"
"2938","士林區","天母里"
"2939","內湖區","麗山里"
"2940","內湖區","樂康里"
"2941","內湖區","行善里"
"2942","士林區","芝山里"
"2943","大安區","華聲里"
"2944","大安區","龍圖里"
"2945","中山區","行政里"
"2946","萬華區","興德里"
"2947","士林區","天祿里"
"2948","文山區","興昌里"
"2949","松山區","民有里"
"2950","萬華區","新起里"
"2951","信義區","長春里"
"2952","大同區","星明里"
"2953","大安區","大學里"
"2954","大安區","和安里"
"2955","內湖區","紫陽里"
"2956","大安區","華聲里"
"2957","文山區","景行里"
"2958","內湖區","東湖里"
"2959","內湖區","港富里"
"2960","北投區","永和里"
"2961","文山區","木新里"
"2962","中山區","中吉里"
"2963","士林區","天祿里"
"2964","大同區","老師里"
"2965","內湖區","行善里"
"2966","北投區","溫泉里"
"2967","南港區","新富里"
"2968","松山區","慈祐里"
"2969","文山區","興泰里"
"2970","中山區","金泰里"
"2971","中正區","新營里"
"2972","松山區","新聚里"
"2973","信義區","四維里"
"2974","北投區","中央里"
"2975","內湖區","湖元里"
"2976","萬華區","華中里"
"2977","中正區","忠勤里"
"2978","士林區","天玉里"
"2979","大安區","黎和里"
"2980","中正區","忠勤里"
"2981","中正區","新營里"
"2982","內湖區","安湖里"
"2983","內湖區","湖興里"
"2984","大同區","至聖里"
"2985","信義區","永春里"
"2986","信義區","惠安里"
"2987","信義區","景新里"
"2988","南港區","九如里"
"2989","中山區","龍洲里"
"2990","中山區","中吉里"
"2991","大安區","法治里"
"2992","文山區","景慶里"
"2993","松山區","富泰里"
"2994","南港區","南港里"
"2995","松山區","龍田里"
"2996","信義區","四育里"
"2997","內湖區","瑞光里"
"2998","文山區","景慶里"
"2999","大安區","建安里"
"3000","南港區","成福里"
"3001","萬華區","頂碩里"
"3002","南港區","九如里"
"3003","南港區","新光里"
"3004","信義區","六合里"
"3005","中山區","中山里"
"3006","萬華區","萬壽里"
"3007","信義區","四育里"
"3008","中山區","松江里"
"3009","內湖區","清白里"
"3010","信義區","永春里"
"3011","北投區","福興里"
"3012","萬華區","福星里"
"3013","文山區","忠順里"
"3014","萬華區","和德里"
"3015","士林區","福華里"
"3016","南港區","舊莊里"
"3017","北投區","榮華里"
"3018","信義區","景新里"
"3019","南港區","中南里"
"3020","文山區","萬美里"
"3021","內湖區","紫陽里"
"3022","松山區","民福里"
"3023","北投區","文化里"
"3024","內湖區","港墘里"
"3025","南港區","新光里"
"3026","南港區","新富里"
"3027","萬華區","新起里"
"3028","萬華區","富民里"
"3029","萬華區","西門里"
"3030","松山區","富錦里"
"3031","大安區","龍生里"
"3032","大安區","黎孝里"
"3033","文山區","木新里"
"3034","萬華區","菜園里"
"3035","文山區","景華里"
"3036","松山區","自強里"
"3037","內湖區","碧山里"
"3038","萬華區","富福里"
"3039","文山區","試院里"
"3040","中山區","江山里"
"3041","士林區","舊佳里"
"3042","松山區","復盛里"
"3043","內湖區","葫洲里"
"3044","大安區","建安里"
"3045","文山區","萬盛里"
"3046","大安區","黎和里"
"3047","士林區","三玉里"
"3048","中山區","中庄里"
"3049","南港區","重陽里"
"3050","大安區","正聲里"
"3051","松山區","慈祐里"
"3052","大同區","老師里"
"3053","大同區","老師里"
"3054","大安區","民輝里"
"3055","信義區","雅祥里"
"3056","文山區","忠順里"
"3057","內湖區","安泰里"
"3058","信義區","雙和里"
"3059","信義區","長春里"
"3060","北投區","智仁里"
"3061","萬華區","和平里"
"3062","中山區","行仁里"
"3063","內湖區","紫陽里"
"3064","中山區","朱園里"
"3065","大安區","大學里"
"3066","松山區","民福里"
"3067","士林區","福德里"
"3068","南港區","合成里"
"3069","大安區","古莊里"
"3070","內湖區","東湖里"
"3071","文山區","景美里"
"3072","中山區","正義里"
"3073","北投區","洲美里"
"3074","士林區","福順里"
"3075","大安區","錦安里"
"3076","南港區","南港里"
"3077","大安區","建倫里"
"3078","內湖區","金湖里"
"3079","北投區","尊賢里"
